Mirabela;5589752,73
Miradouro;6047992,65
Miravânia;3924671,71
Miraí;6038126,54
Moeda;2742514,97
Moema;3346265,53
Monjolos;2041926,54
Monsenhor Paulo;4714371,55
Montalvânia;5922867,03
Monte Alegre de Minas;11778123,50
Monte Azul;6555800,06
Monte Belo;6964661,69
Monte Carmelo;18616199,76
Monte Formoso;3511774,56
Monte Santo de Minas;10364419,41
Monte Sião;13649853,28
Montes Claros;143689679,77
Montezuma;3395660,99
Morada Nova de Minas;7526278,44
Morro da Garça;3676521,34
Morro do Pilar;2531140,76
Munhoz;2896986,88
Muriaé;41575330,75
Mutum;9169193,65
Muzambinho;9381901,14
Mário Campos;7346484,85
Nacip Raydan;2154139,37
Nanuque;13326987,24
Naque;3956380,55
Natalândia;3510863,05
Natércia;2391498,61
Nazareno;3970544,38
Nepomuceno;9976410,71
Ninheira;5707619,16
Nova Belém;2482406,79
Nova Era;9497823,72
Nova Lima;148640741,21
Nova Módica;3102839,16
Nova Ponte;13566326,19
Nova Porteirinha;4267569,43
Nova Resende;7337461,85
Nova Serrana;47646049,99
Nova União;3095753,97
Novo Cruzeiro;17008716,52
Novo Oriente de Minas;5863611,82
Novorizonte;3444021,58
Olaria;2280361,32
Olhos-d'Água;4894499,40
Oliveira;15869014,96
Oliveira Fortes;2145822,82
Olímpio Noronha;2665206,52
Onça de Pitangui;2076246,22
Oratórios;4326664,68
Orizânia;6196355,77
Ouro Branco;30202160,67
Ouro Fino;10573593,58
Ouro Preto;73395628,70
Ouro Verde de Minas;3733866,84
Padre Carvalho;3838836,64
Padre Paraíso;9810237,15
Pai Pedro;4992956,18
Paineiras;3154313,74
Pains;5128208,59
Paiva;1505691,73
Palma;3256034,41
Palmópolis;2993480,95
Papagaios;7028922,51
Paracatu;45633677,86
Paraguaçu;9531907,95
Paraisópolis;8317478,98
Paraopeba;13178350,85
Pará de Minas;36927051,87
Passa Quatro;4998733,75
Passa Tempo;3972061,26
Passa Vinte;2396041,25
Passabém;1369043,26
Passos;40197233,88
Patis;4311186,14
Patos de Minas;58894557,95
Patrocínio;40792978,43
Patrocínio do Muriaé;2795663,49
Paula Cândido;3864594,77
Paulistas;3574772,40
Pavão;4391079,47
Pedra Azul;11271151,55
Pedra Bonita;6056876,75
Pedra Dourada;2748833,86
Pedra do Anta;2487414,20
Pedra do Indaiá;3330175,23
Pedralva;5144242,39
Pedras de Maria da Cruz;4623025,95
Pedrinópolis;3704010,54
Pedro Leopoldo;36961330,69
Pedro Teixeira;1666527,20
Pequeri;2731612,40
Pequi;2505654,46
Perdigão;5423037,67
Perdizes;10474869,72
Perdões;9531004,90
Periquito;7650818,92
Pescador;2560095,36
Peçanha;7121067,20
Piau;1716286,57
Piedade de Caratinga;4217759,70
Piedade de Ponte Nova;2974330,73
Piedade do Rio Grande;2421459,19
Piedade dos Gerais;3897118,74
Pimenta;5281977,96
Pingo-d'Água;3024792,13
Pintópolis;5497719,34
Piracema;3684544,03
Pirajuba;4058309,83
Piranga;7322719,38
Piranguinho;4432213,21
Piranguçu;3442727,50
Pirapetinga;5639098,84
Pirapora;26445137,86
Piraúba;5769227,11
Pitangui;8386322,64
Piumhi;17211424,95
Planura;7314191,72
Pocrane;2778943,71
Pompéu;14234760,89
Ponte Nova;29479935,63
Ponto Chique;3306868,01
Ponto dos Volantes;10414807,60
Porteirinha;18564134,84
Porto Firme;3294963,60
Poté;8319773,68
Pouso Alegre;88112573,95
Pouso Alto;3255388,12
Poço Fundo;6885606,77
Poços de Caldas;121912068,05
Prados;4129040,37
Prata;12376893,48
Pratinha;3301408,87
Pratápolis;3561306,09
Presidente Bernardes;3076664,75
Presidente Juscelino;3047756,87
Presidente Kubitschek;2674848,17
Presidente Olegário;11951056,56
Prudente de Morais;4703305,33
Quartel Geral;4244758,48
Queluzito;1641576,16
Raposos;6442682,65
Raul Soares;8910519,01
Recreio;4432074,53
Reduto;4537962,49
Resende Costa;5286057,96
Resplendor;10617475,77
Ressaquinha;3825380,60
Riachinho;3945084,01
Riacho dos Machados;7514794,55
Ribeirão Vermelho;2496634,62
Ribeirão das Neves;95338510,94
Rio Acima;12466595,58
Rio Casca;9461508,51
Rio Doce;1943155,76
Rio Espera;1879866,46
Rio Manso;2659424,41
Rio Novo;3919996,54
Rio Paranaíba;8686642,83
Rio Pardo de Minas;16475738,83
Rio Piracicaba;10221768,22
Rio Pomba;6147457,45
Rio Preto;3758603,42
Rio Vermelho;6957478,16
Rio do Prado;3118779,62
Ritápolis;2290980,63
Rochedo de Minas;2512840,26
Rodeiro;3033557,36
Romaria;2750749,95
Rosário da Limeira;3850550,09
Rubelita;4303253,11
Rubim;5655631,17
Sabará;55212665,51
Sabinópolis;6374005,96
Sacramento;22392113,28
Salinas;13987770,60
Salto da Divisa;4462488,12
Santa Bárbara;21535746,10
Santa Bárbara do Leste;4885342,87
Santa Bárbara do Monte Verde;3308499,44
Santa Bárbara do Tugúrio;3423430,57
Santa Cruz de Minas;2190477,04
Santa Cruz de Salinas;4131904,06
Santa Cruz do Escalvado;3602891,12
Santa Efigênia de Minas;3017124,31
Santa Fé de Minas;2707882,89
Santa Helena de Minas;3132524,60
Santa Juliana;7585885,05
Santa Luzia;75114711,96
Santa Margarida;7542262,64
Santa Maria de Itabira;7322953,01
Santa Maria do Salto;2930933,13
Santa Maria do Suaçuí;6468080,56
Santa Rita de Caldas;4509257,89
Santa Rita de Ibitipoca;2139993,85
Santa Rita de Jacutinga;3661373,19
Santa Rita de Minas;3459719,25
Santa Rita do Itueto;4195375,78
Santa Rita do Sapucaí;18762811,51
Santa Rosa da Serra;3372216,87
Santa Vitória;14937423,11
Santana da Vargem;4066197,93
Santana de Cataguases;3464009,65
Santana de Pirapama;3747753,22
